Order_ID,Customer_ID,Store_ID,Order_Date,Order_Status,Total_Amount
ORD000160,CUST01335,STR022,2025-06-18,Shipped,81992.75
ORD000161,CUST00311,STR018,2025-04-22,Delivered,77469.4
ORD000162,CUST01498,STR005,2025-06-08,Cancelled,108969.8
ORD000163,CUST01322,STR047,2025-03-07,Processing,12174.25
ORD000164,CUST01299,STR011,2025-03-22,Cancelled,172707.2
ORD000165,CUST01123,STR011,2025-01-02,Delivered,139093.8
ORD000166,CUST00014,STR010,2025-06-26,Delivered,197972.65
ORD000167,CUST01872,STR022,2025-06-14,Delivered,172603.2
ORD000168,CUST01580,STR001,2025-02-19,Delivered,24448.5
ORD000169,CUST01419,STR011,2025-03-28,Delivered,184328.45
ORD000170,CUST01898,STR042,2025-03-12,Delivered,224838.65
ORD000171,CUST00011,STR018,2025-01-16,Delivered,52734.5
ORD000172,CUST00340,STR026,2025-05-11,Processing,159937.2
ORD000173,CUST01178,STR035,2025-01-20,Pending,184066.85
ORD000174,CUST00555,STR047,2025-05-04,Cancelled,115091.0
ORD000175,CUST00815,STR034,2025-01-21,Delivered,242750.05
ORD000176,CUST01028,STR014,2025-01-11,Delivered,29712.2
ORD000177,CUST00904,STR004,2025-03-24,Delivered,135552.0
ORD000178,CUST00443,STR020,2025-05-21,Delivered,133631.9
ORD000179,CUST01564,STR011,2025-05-05,Delivered,78879.15
ORD000180,CUST01291,STR019,2025-02-12,Shipped,126694.6
ORD000181,CUST01091,STR036,2025-02-03,Shipped,178349.7
ORD000182,CUST01208,STR031,2025-02-14,Shipped,129458.55
ORD000183,CUST01353,STR044,2025-04-04,Processing,95139.2
ORD000184,CUST01925,STR043,2025-03-15,Shipped,282818.4
ORD000185,CUST01243,STR003,2025-01-26,Delivered,10113.35
ORD000186,CUST00202,STR039,2025-05-02,Shipped,187748.8
ORD000187,CUST01483,STR010,2025-06-30,Delivered,5668.65
ORD000188,CUST00918,STR036,2025-03-19,Cancelled,146217.8
ORD000189,CUST00437,STR049,2025-01-07,Delivered,257029.7
ORD000190,CUST00082,STR017,2025-02-06,Delivered,34925.0
ORD000191,CUST01258,STR020,2025-06-26,Delivered,11544.0
ORD000192,CUST00523,STR020,2025-04-22,Delivered,47552.4
ORD000193,CUST01079,STR044,2025-05-13,Processing,161101.5
ORD000194,CUST00344,STR045,2025-04-04,Delivered,237948.55
ORD000195,CUST01833,STR028,2025-03-30,Delivered,30863.6
ORD000196,CUST00755,STR045,2025-03-03,Processing,82671.15
ORD000197,CUST01071,STR005,2025-03-16,Delivered,141616.3
ORD000198,CUST00593,STR009,2025-04-13,Delivered,46573.2
ORD000199,CUST00075,STR026,2025-03-24,Cancelled,33688.05
ORD000200,CUST00814,STR027,2025-05-02,Delivered,147304.35
ORD000201,CUST00014,STR009,2025-06-06,Delivered,44190.0
ORD000202,CUST00341,STR050,2025-01-18,Processing,8616.0
ORD000203,CUST00674,STR027,2025-03-27,Shipped,162344.45
ORD000204,CUST01978,STR034,2025-05-04,Delivered,44034.4
ORD000205,CUST00675,STR006,2025-05-21,Shipped,39418.2
ORD000206,CUST01513,STR049,2025-03-23,Delivered,185848.65
ORD000207,CUST01277,STR006,2025-06-23,Pending,5823.5
ORD000208,CUST00550,STR012,2025-05-16,Delivered,85074.3
ORD000209,CUST01167,STR021,2025-06-01,Delivered,155700.0
ORD000210,CUST00365,STR034,2025-05-20,Delivered,96949.4
ORD000211,CUST00275,STR014,2025-05-11,Processing,44836.4
ORD000212,CUST00787,STR014,2025-03-25,Delivered,99841.85
ORD000213,CUST01030,STR018,2025-05-24,Delivered,105153.8
ORD000214,CUST00892,STR010,2025-02-01,Delivered,69601.75
ORD000215,CUST01533,STR005,2025-03-16,Delivered,204254.3
ORD000216,CUST01529,STR027,2025-03-20,Pending,173355.85
ORD000217,CUST00553,STR024,2025-06-18,Pending,142904.9
ORD000218,CUST01721,STR050,2025-06-28,Delivered,239339.7
ORD000219,CUST01743,STR016,2025-01-30,Shipped,41023.8
ORD000220,CUST00968,STR014,2025-02-28,Cancelled,153398.4
ORD000221,CUST00516,STR017,2025-02-10,Delivered,58473.6
ORD000222,CUST00277,STR030,2025-01-31,Delivered,71433.35
ORD000223,CUST00294,STR046,2025-04-17,Delivered,308548.3
ORD000224,CUST00525,STR044,2025-05-03,Pending,166061.5
ORD000225,CUST01508,STR024,2025-05-02,Delivered,162971.6
ORD000226,CUST00990,STR041,2025-06-03,Shipped,108071.4
ORD000227,CUST01330,STR041,2025-05-13,Delivered,131741.9
ORD000228,CUST00632,STR006,2025-05-16,Delivered,91966.1
ORD000229,CUST00652,STR006,2025-03-30,Delivered,81921.05
ORD000230,CUST01186,STR014,2025-03-01,Shipped,212583.6
ORD000231,CUST00986,STR002,2025-06-04,Delivered,188057.8
ORD000232,CUST01774,STR033,2025-04-01,Delivered,81441.55
ORD000233,CUST00069,STR029,2025-03-21,Delivered,194881.2
ORD000234,CUST00068,STR039,2025-03-29,Delivered,68975.8
ORD000235,CUST01517,STR028,2025-06-04,Pending,172950.9
ORD000236,CUST00177,STR007,2025-04-05,Delivered,161490.5
ORD000237,CUST01058,STR023,2025-05-23,Delivered,119069.15
ORD000238,CUST00077,STR003,2025-06-30,Delivered,225520.4
ORD000239,CUST00744,STR047,2025-04-26,Delivered,49415.4
ORD000240,CUST01967,STR037,2025-01-16,Delivered,80338.5
ORD000241,CUST00774,STR045,2025-04-26,Delivered,123543.85
ORD000242,CUST00962,STR029,2025-04-08,Delivered,40687.4
ORD000243,CUST00695,STR017,2025-03-04,Delivered,252220.9
ORD000244,CUST00893,STR050,2025-06-01,Delivered,114768.7
ORD000245,CUST01795,STR023,2025-04-09,Delivered,105998.9
ORD000246,CUST01312,STR020,2025-02-12,Processing,257053.6
ORD000247,CUST00217,STR048,2025-01-27,Delivered,127602.05
ORD000248,CUST01601,STR037,2025-04-22,Delivered,235086.0
ORD000249,CUST00124,STR033,2025-03-10,Delivered,71714.5
ORD000250,CUST00263,STR021,2025-06-07,Delivered,92660.2
ORD000251,CUST00257,STR043,2025-01-31,Shipped,80715.6
ORD000252,CUST00963,STR033,2025-04-15,Delivered,249577.9
ORD000253,CUST00292,STR021,2025-02-24,Delivered,122682.8
ORD000254,CUST00871,STR025,2025-02-01,Delivered,112128.8
ORD000255,CUST00741,STR050,2025-06-25,Delivered,81672.3
ORD000256,CUST00437,STR037,2025-04-12,Processing,64630.35
ORD000257,CUST01579,STR019,2025-06-09,Delivered,169443.85
ORD000258,CUST01112,STR029,2025-04-09,Delivered,170117.9
ORD000259,CUST00609,STR033,2025-03-11,Processing,100345.65
ORD000260,CUST00508,STR019,2025-04-03,Processing,130524.5
ORD000261,CUST01286,STR016,2025-04-17,Delivered,107957.6
ORD000262,CUST01907,STR001,2025-02-18,Shipped,31050.75
ORD000263,CUST01714,STR003,2025-04-24,Delivered,123957.9
ORD000264,CUST01287,STR028,2025-03-31,Delivered,136435.7
ORD000265,CUST00163,STR037,2025-01-02,Delivered,173196.0
ORD000266,CUST01872,STR039,2025-06-26,Shipped,52502.7
ORD000267,CUST00521,STR018,2025-06-17,Cancelled,29692.8
ORD000268,CUST01017,STR045,2025-03-08,Delivered,68437.6
ORD000269,CUST01592,STR041,2025-06-02,Delivered,4926.6
ORD000270,CUST00010,STR028,2025-06-01,Pending,97359.4
ORD000271,CUST01128,STR042,2025-02-05,Pending,73855.8
ORD000272,CUST01271,STR033,2025-04-18,Delivered,8313.6
ORD000273,CUST00294,STR017,2025-02-07,Delivered,10765.4
ORD000274,CUST00171,STR002,2025-06-26,Delivered,22399.6
ORD000275,CUST00170,STR010,2025-06-15,Delivered,6789.6
ORD000276,CUST01634,STR025,2025-01-28,Delivered,94522.6
ORD000277,CUST01428,STR047,2025-02-15,Delivered,14900.8
ORD000278,CUST01132,STR033,2025-06-11,Delivered,22502.6
ORD000279,CUST00045,STR024,2025-02-03,Delivered,67588.0
ORD000280,CUST00706,STR007,2025-06-25,Delivered,215910.15
ORD000281,CUST00545,STR009,2025-02-25,Delivered,60072.0
ORD000282,CUST01908,STR016,2025-02-08,Delivered,137698.35
ORD000283,CUST00373,STR002,2025-02-03,Processing,53880.6
ORD000284,CUST01532,STR029,2025-03-23,Delivered,140289.65
ORD000285,CUST01377,STR032,2025-06-13,Shipped,44904.4
ORD000286,CUST00927,STR001,2025-05-20,Shipped,79544.7
ORD000287,CUST00701,STR046,2025-03-25,Cancelled,144542.9
ORD000288,CUST01984,STR017,2025-02-12,Delivered,113961.6
ORD000289,CUST00599,STR020,2025-04-11,Delivered,83188.55
ORD000290,CUST01424,STR029,2025-05-14,Shipped,143621.3
ORD000291,CUST01179,STR028,2025-02-08,Delivered,133611.65
ORD000292,CUST00686,STR026,2025-03-16,Delivered,74800.9
ORD000293,CUST00428,STR016,2025-06-15,Delivered,96151.0
ORD000294,CUST01026,STR004,2025-03-17,Delivered,166149.55
ORD000295,CUST01173,STR037,2025-06-24,Pending,183515.8
ORD000296,CUST00808,STR028,2025-01-08,Delivered,4322.7
ORD000297,CUST01212,STR026,2025-05-13,Delivered,86986.4
ORD000298,CUST00913,STR041,2025-05-12,Processing,157143.35
ORD000299,CUST00440,STR024,2025-04-29,Processing,95372.45
ORD000300,CUST00590,STR012,2025-06-07,Delivered,147621.15
ORD000301,CUST00404,STR025,2025-06-25,Delivered,64342.8
ORD000302,CUST00422,STR007,2025-05-04,Shipped,230593.2
ORD000303,CUST00542,STR035,2025-02-17,Delivered,34909.8
ORD000304,CUST01103,STR008,2025-03-20,Delivered,58995.9
ORD000305,CUST01144,STR021,2025-01-30,Shipped,103429.6
ORD000306,CUST00752,STR034,2025-02-21,Delivered,71220.0
ORD000307,CUST00991,STR030,2025-01-15,Delivered,59193.15
ORD000308,CUST00525,STR034,2025-04-19,Shipped,115715.7
ORD000309,CUST01318,STR016,2025-04-09,Delivered,31606.5
ORD000310,CUST01597,STR020,2025-01-05,Delivered,6466.4
ORD000311,CUST00627,STR004,2025-01-27,Delivered,119526.95
ORD000312,CUST01550,STR042,2025-06-11,Processing,83627.35
ORD000313,CUST01140,STR045,2025-06-30,Delivered,122698.2
ORD000314,CUST01696,STR037,2025-03-20,Processing,120422.7
ORD000315,CUST00744,STR032,2025-06-04,Delivered,27050.4
ORD000316,CUST01945,STR043,2025-01-18,Delivered,148645.35
ORD000317,CUST00870,STR046,2025-04-27,Shipped,117626.3
ORD000318,CUST01751,STR003,2025-04-22,Delivered,37308.0
ORD000319,CUST00182,STR033,2025-01-24,Shipped,191747.8
ORD000320,CUST00359,STR013,2025-03-26,Delivered,113070.15
ORD000321,CUST01823,STR048,2025-05-02,Delivered,30640.8
ORD000322,CUST01400,STR027,2025-02-03,Delivered,115750.1
ORD000323,CUST01080,STR002,2025-04-25,Delivered,53743.5
ORD000324,CUST01656,STR011,2025-02-16,Delivered,18471.2
ORD000325,CUST00516,STR002,2025-02-10,Delivered,66646.6
ORD000326,CUST00622,STR032,2025-05-23,Delivered,176885.75
ORD000327,CUST01468,STR003,2025-03-05,Shipped,87252.0
ORD000328,CUST00130,STR045,2025-02-26,Delivered,180645.5
ORD000329,CUST01281,STR008,2025-04-07,Delivered,302687.0
ORD000330,CUST00874,STR036,2025-01-10,Cancelled,84258.55
ORD000331,CUST01010,STR043,2025-02-12,Delivered,78602.4
ORD000332,CUST00524,STR026,2025-03-13,Cancelled,48104.0
ORD000333,CUST00974,STR011,2025-02-08,Cancelled,4161.6
ORD000334,CUST00463,STR014,2025-04-09,Delivered,37853.7
ORD000335,CUST01894,STR009,2025-04-24,Delivered,198946.65
ORD000336,CUST00857,STR040,2025-04-20,Processing,127025.7
ORD000337,CUST00498,STR011,2025-06-13,Shipped,80157.65
ORD000338,CUST00748,STR020,2025-05-31,Processing,78201.3
ORD000339,CUST01902,STR039,2025-02-20,Cancelled,90005.5
ORD000340,CUST01189,STR017,2025-06-21,Delivered,117701.0
ORD000341,CUST00207,STR035,2025-04-18,Delivered,46141.5
ORD000342,CUST01133,STR047,2025-04-13,Delivered,189690.2
ORD000343,CUST00268,STR044,2025-05-18,Delivered,73918.05
ORD000344,CUST00284,STR043,2025-06-13,Delivered,29046.2
ORD000345,CUST00476,STR014,2025-01-31,Delivered,89813.55
ORD000346,CUST01704,STR018,2025-01-18,Shipped,147123.6
ORD000347,CUST00635,STR042,2025-02-26,Delivered,31339.2
ORD000348,CUST00315,STR035,2025-01-05,Delivered,78144.4
ORD000349,CUST01633,STR001,2025-02-25,Delivered,67191.65
ORD000350,CUST00035,STR029,2025-02-07,Cancelled,47090.4
ORD000351,CUST01621,STR049,2025-03-21,Delivered,70623.0
ORD000352,CUST01616,STR043,2025-02-21,Pending,223655.6
ORD000353,CUST01956,STR025,2025-03-17,Delivered,74942.4
ORD000354,CUST01424,STR009,2025-06-28,Shipped,216458.9
ORD000355,CUST00177,STR038,2025-06-02,Delivered,185992.15
ORD000356,CUST01150,STR002,2025-02-22,Shipped,265330.3
ORD000357,CUST00866,STR007,2025-05-16,Pending,149283.6
ORD000358,CUST00333,STR039,2025-06-09,Delivered,155575.7
ORD000359,CUST00054,STR022,2025-02-14,Delivered,150534.75
ORD000360,CUST01589,STR008,2025-05-03,Delivered,1812.6
ORD000361,CUST01091,STR013,2025-06-12,Processing,184810.7
ORD000362,CUST01423,STR007,2025-04-28,Delivered,301660.05
ORD000363,CUST00146,STR043,2025-05-20,Shipped,195020.6
ORD000364,CUST01678,STR028,2025-03-15,Shipped,89318.5
ORD000365,CUST01216,STR001,2025-06-05,Delivered,39491.85
ORD000366,CUST00965,STR019,2025-05-19,Delivered,149570.3
ORD000367,CUST00514,STR043,2025-04-28,Cancelled,77472.9
ORD000368,CUST01567,STR039,2025-06-12,Processing,213427.2
ORD000369,CUST00382,STR032,2025-04-06,Delivered,212608.4
ORD000370,CUST01832,STR048,2025-06-29,Shipped,128210.9
ORD000371,CUST00951,STR021,2025-05-22,Processing,200205.1
ORD000372,CUST00463,STR035,2025-01-19,Processing,145522.35
ORD000373,CUST01140,STR027,2025-01-04,Delivered,206550.0
ORD000374,CUST00525,STR043,2025-04-25,Delivered,61901.0
ORD000375,CUST00106,STR008,2025-04-11,Delivered,241249.6
ORD000376,CUST01227,STR010,2025-03-16,Processing,4077.9
ORD000377,CUST01253,STR035,2025-01-22,Delivered,176991.0
ORD000378,CUST01098,STR009,2025-05-28,Delivered,154664.1
ORD000379,CUST01236,STR001,2025-06-26,Delivered,302583.9
ORD000380,CUST01877,STR037,2025-03-22,Shipped,216890.45
ORD000381,CUST00340,STR021,2025-04-08,Delivered,51984.8
ORD000382,CUST01418,STR044,2025-02-14,Delivered,61733.1
ORD000383,CUST00107,STR028,2025-03-09,Pending,58843.8
ORD000384,CUST01032,STR004,2025-04-03,Delivered,21110.4
ORD000385,CUST01094,STR026,2025-02-15,Delivered,237468.55
ORD000386,CUST01225,STR022,2025-03-10,Delivered,135246.9
ORD000387,CUST01095,STR035,2025-02-13,Delivered,41472.0
ORD000388,CUST01500,STR026,2025-02-28,Shipped,110058.7
ORD000389,CUST01213,STR003,2025-02-02,Delivered,106098.6
ORD000390,CUST00889,STR050,2025-05-24,Processing,83993.9
ORD000391,CUST01673,STR042,2025-06-28,Processing,169722.9
ORD000392,CUST01914,STR005,2025-03-03,Processing,4836.6
ORD000393,CUST01986,STR011,2025-06-29,Delivered,289930.65
ORD000394,CUST01782,STR021,2025-02-20,Delivered,72225.5
ORD000395,CUST00266,STR010,2025-03-10,Delivered,35000.45
ORD000396,CUST00292,STR019,2025-04-28,Delivered,142212.4
ORD000397,CUST01157,STR012,2025-05-30,Shipped,19848.0
ORD000398,CUST00155,STR029,2025-05-15,Delivered,141073.0
ORD000399,CUST01091,STR014,2025-01-14,Delivered,188567.2
ORD000400,CUST01685,STR034,2025-01-13,Delivered,12635.0
ORD000401,CUST00385,STR008,2025-02-01,Delivered,153736.2
ORD000402,CUST01653,STR031,2025-01-24,Delivered,110127.0
ORD000403,CUST00771,STR025,2025-03-17,Delivered,200381.55
ORD000404,CUST00695,STR046,2025-01-25,Shipped,114967.3
ORD000405,CUST00204,STR049,2025-04-02,Shipped,92206.0
ORD000406,CUST00178,STR034,2025-04-19,Delivered,56541.8
ORD000407,CUST01982,STR039,2025-04-17,Delivered,162119.7
ORD000408,CUST01801,STR009,2025-01-10,Shipped,149846.55
ORD000409,CUST00055,STR043,2025-06-22,Delivered,130305.75
ORD000410,CUST01622,STR017,2025-02-06,Delivered,237936.4
ORD000411,CUST00211,STR021,2025-03-10,Delivered,67872.8
ORD000412,CUST01877,STR021,2025-04-13,Delivered,80095.2
ORD000413,CUST01185,STR025,2025-05-12,Delivered,21172.8
ORD000414,CUST00168,STR001,2025-03-10,Delivered,177884.7
ORD000415,CUST01620,STR041,2025-03-24,Delivered,61516.85
ORD000416,CUST01459,STR050,2025-06-28,Delivered,142070.35
ORD000417,CUST00112,STR017,2025-05-02,Delivered,77781.6
ORD000418,CUST01001,STR035,2025-06-15,Delivered,119803.2
ORD000419,CUST01606,STR028,2025-06-02,Delivered,80472.05
ORD000420,CUST00370,STR001,2025-04-02,Delivered,49256.8
ORD000421,CUST00008,STR049,2025-06-29,Shipped,188115.75
ORD000422,CUST00041,STR045,2025-06-15,Delivered,23395.0
ORD000423,CUST00979,STR007,2025-03-15,Delivered,209603.6
