Inventory_ID,Store_ID,Product_ID,Stock,Reorder_Level,Last_Updated
INV000140,STR003,PROD0040,307,27,2025-06-30
INV000141,STR003,PROD0041,260,96,2025-06-30
INV000142,STR003,PROD0042,376,61,2025-06-30
INV000143,STR003,PROD0043,495,86,2025-06-30
INV000144,STR003,PROD0044,158,57,2025-06-30
INV000145,STR003,PROD0045,358,99,2025-06-30
INV000146,STR003,PROD0046,269,91,2025-06-30
INV000147,STR003,PROD0047,97,28,2025-06-30
INV000148,STR003,PROD0048,315,61,2025-06-30
INV000149,STR003,PROD0049,500,45,2025-06-30
INV000150,STR003,PROD0050,181,28,2025-06-30
INV000151,STR004,PROD0001,162,73,2025-06-30
INV000152,STR004,PROD0002,55,29,2025-06-30
INV000153,STR004,PROD0003,333,29,2025-06-30
INV000154,STR004,PROD0004,320,77,2025-06-30
INV000155,STR004,PROD0005,258,99,2025-06-30
INV000156,STR004,PROD0006,484,22,2025-06-30
INV000157,STR004,PROD0007,348,76,2025-06-30
INV000158,STR004,PROD0008,241,86,2025-06-30
INV000159,STR004,PROD0009,262,69,2025-06-30
INV000160,STR004,PROD0010,448,71,2025-06-30
INV000161,STR004,PROD0011,36,48,2025-06-30
INV000162,STR004,PROD0012,12,26,2025-06-30
INV000163,STR004,PROD0013,338,75,2025-06-30
INV000164,STR004,PROD0014,21,51,2025-06-30
INV000165,STR004,PROD0015,141,95,2025-06-30
INV000166,STR004,PROD0016,418,71,2025-06-30
INV000167,STR004,PROD0017,370,74,2025-06-30
INV000168,STR004,PROD0018,233,50,2025-06-30
INV000169,STR004,PROD0019,204,69,2025-06-30
INV000170,STR004,PROD0020,167,82,2025-06-30
INV000171,STR004,PROD0021,116,100,2025-06-30
INV000172,STR004,PROD0022,468,30,2025-06-30
INV000173,STR004,PROD0023,19,81,2025-06-30
INV000174,STR004,PROD0024,88,82,2025-06-30
INV000175,STR004,PROD0025,190,97,2025-06-30
INV000176,STR004,PROD0026,455,47,2025-06-30
INV000177,STR004,PROD0027,399,77,2025-06-30
INV000178,STR004,PROD0028,320,100,2025-06-30
INV000179,STR004,PROD0029,388,99,2025-06-30
INV000180,STR004,PROD0030,342,97,2025-06-30
INV000181,STR004,PROD0031,357,53,2025-06-30
INV000182,STR004,PROD0032,125,81,2025-06-30
INV000183,STR004,PROD0033,469,83,2025-06-30
INV000184,STR004,PROD0034,197,59,2025-06-30
INV000185,STR004,PROD0035,314,68,2025-06-30
INV000186,STR004,PROD0036,422,87,2025-06-30
INV000187,STR004,PROD0037,493,20,2025-06-30
INV000188,STR004,PROD0038,82,60,2025-06-30
INV000189,STR004,PROD0039,103,59,2025-06-30
INV000190,STR004,PROD0040,448,70,2025-06-30
INV000191,STR004,PROD0041,366,38,2025-06-30
INV000192,STR004,PROD0042,46,90,2025-06-30
INV000193,STR004,PROD0043,89,30,2025-06-30
INV000194,STR004,PROD0044,267,58,2025-06-30
INV000195,STR004,PROD0045,317,68,2025-06-30
INV000196,STR004,PROD0046,380,79,2025-06-30
INV000197,STR004,PROD0047,55,41,2025-06-30
INV000198,STR004,PROD0048,360,75,2025-06-30
INV000199,STR004,PROD0049,105,62,2025-06-30
INV000200,STR004,PROD0050,190,94,2025-06-30
INV000201,STR005,PROD0001,348,44,2025-06-30
INV000202,STR005,PROD0002,133,30,2025-06-30
INV000203,STR005,PROD0003,487,23,2025-06-30
INV000204,STR005,PROD0004,164,85,2025-06-30
INV000205,STR005,PROD0005,130,39,2025-06-30
INV000206,STR005,PROD0006,460,84,2025-06-30
INV000207,STR005,PROD0007,102,50,2025-06-30
INV000208,STR005,PROD0008,306,55,2025-06-30
INV000209,STR005,PROD0009,366,68,2025-06-30
INV000210,STR005,PROD0010,80,70,2025-06-30
INV000211,STR005,PROD0011,239,71,2025-06-30
INV000212,STR005,PROD0012,223,78,2025-06-30
INV000213,STR005,PROD0013,315,55,2025-06-30
INV000214,STR005,PROD0014,342,42,2025-06-30
INV000215,STR005,PROD0015,341,69,2025-06-30
INV000216,STR005,PROD0016,318,54,2025-06-30
INV000217,STR005,PROD0017,50,44,2025-06-30
INV000218,STR005,PROD0018,499,47,2025-06-30
INV000219,STR005,PROD0019,17,64,2025-06-30
INV000220,STR005,PROD0020,414,100,2025-06-30
INV000221,STR005,PROD0021,478,67,2025-06-30
INV000222,STR005,PROD0022,9,29,2025-06-30
INV000223,STR005,PROD0023,256,94,2025-06-30
INV000224,STR005,PROD0024,20,70,2025-06-30
INV000225,STR005,PROD0025,311,76,2025-06-30
INV000226,STR005,PROD0026,358,77,2025-06-30
INV000227,STR005,PROD0027,122,20,2025-06-30
INV000228,STR005,PROD0028,482,89,2025-06-30
INV000229,STR005,PROD0029,75,32,2025-06-30
INV000230,STR005,PROD0030,498,59,2025-06-30
INV000231,STR005,PROD0031,97,78,2025-06-30
INV000232,STR005,PROD0032,189,20,2025-06-30
INV000233,STR005,PROD0033,189,41,2025-06-30
INV000234,STR005,PROD0034,69,93,2025-06-30
INV000235,STR005,PROD0035,405,75,2025-06-30
INV000236,STR005,PROD0036,271,26,2025-06-30
INV000237,STR005,PROD0037,158,44,2025-06-30
INV000238,STR005,PROD0038,213,71,2025-06-30
INV000239,STR005,PROD0039,451,90,2025-06-30
INV000240,STR005,PROD0040,125,48,2025-06-30
INV000241,STR005,PROD0041,294,94,2025-06-30
INV000242,STR005,PROD0042,473,79,2025-06-30
INV000243,STR005,PROD0043,452,22,2025-06-30
INV000244,STR005,PROD0044,337,94,2025-06-30
INV000245,STR005,PROD0045,37,30,2025-06-30
INV000246,STR005,PROD0046,223,44,2025-06-30
INV000247,STR005,PROD0047,77,27,2025-06-30
INV000248,STR005,PROD0048,254,87,2025-06-30
INV000249,STR005,PROD0049,310,88,2025-06-30
INV000250,STR005,PROD0050,317,82,2025-06-30
INV000251,STR006,PROD0001,241,63,2025-06-30
INV000252,STR006,PROD0002,78,54,2025-06-30
INV000253,STR006,PROD0003,78,65,2025-06-30
INV000254,STR006,PROD0004,147,58,2025-06-30
INV000255,STR006,PROD0005,327,100,2025-06-30
INV000256,STR006,PROD0006,4,29,2025-06-30
INV000257,STR006,PROD0007,342,28,2025-06-30
INV000258,STR006,PROD0008,95,85,2025-06-30
INV000259,STR006,PROD0009,50,44,2025-06-30
INV000260,STR006,PROD0010,184,54,2025-06-30
INV000261,STR006,PROD0011,180,27,2025-06-30
INV000262,STR006,PROD0012,82,24,2025-06-30
INV000263,STR006,PROD0013,299,83,2025-06-30
INV000264,STR006,PROD0014,140,71,2025-06-30
INV000265,STR006,PROD0015,80,24,2025-06-30
INV000266,STR006,PROD0016,53,49,2025-06-30
INV000267,STR006,PROD0017,476,65,2025-06-30
INV000268,STR006,PROD0018,275,52,2025-06-30
INV000269,STR006,PROD0019,209,45,2025-06-30
INV000270,STR006,PROD0020,353,44,2025-06-30
INV000271,STR006,PROD0021,372,87,2025-06-30
INV000272,STR006,PROD0022,216,30,2025-06-30
INV000273,STR006,PROD0023,166,48,2025-06-30
INV000274,STR006,PROD0024,109,84,2025-06-30
INV000275,STR006,PROD0025,20,65,2025-06-30
INV000276,STR006,PROD0026,310,88,2025-06-30
INV000277,STR006,PROD0027,324,100,2025-06-30
INV000278,STR006,PROD0028,329,42,2025-06-30
INV000279,STR006,PROD0029,10,67,2025-06-30
INV000280,STR006,PROD0030,252,81,2025-06-30
INV000281,STR006,PROD0031,82,76,2025-06-30
INV000282,STR006,PROD0032,413,22,2025-06-30
INV000283,STR006,PROD0033,464,55,2025-06-30
INV000284,STR006,PROD0034,347,27,2025-06-30
INV000285,STR006,PROD0035,111,98,2025-06-30
INV000286,STR006,PROD0036,273,97,2025-06-30
INV000287,STR006,PROD0037,465,34,2025-06-30
INV000288,STR006,PROD0038,496,59,2025-06-30
INV000289,STR006,PROD0039,199,46,2025-06-30
INV000290,STR006,PROD0040,482,79,2025-06-30
INV000291,STR006,PROD0041,479,66,2025-06-30
INV000292,STR006,PROD0042,5,65,2025-06-30
INV000293,STR006,PROD0043,88,98,2025-06-30
INV000294,STR006,PROD0044,135,97,2025-06-30
INV000295,STR006,PROD0045,12,68,2025-06-30
INV000296,STR006,PROD0046,331,40,2025-06-30
INV000297,STR006,PROD0047,93,88,2025-06-30
INV000298,STR006,PROD0048,256,72,2025-06-30
INV000299,STR006,PROD0049,105,48,2025-06-30
INV000300,STR006,PROD0050,263,91,2025-06-30
INV000301,STR007,PROD0001,146,77,2025-06-30
INV000302,STR007,PROD0002,378,66,2025-06-30
INV000303,STR007,PROD0003,465,30,2025-06-30
INV000304,STR007,PROD0004,122,71,2025-06-30
INV000305,STR007,PROD0005,306,42,2025-06-30
INV000306,STR007,PROD0006,180,89,2025-06-30
INV000307,STR007,PROD0007,343,66,2025-06-30
INV000308,STR007,PROD0008,293,36,2025-06-30
INV000309,STR007,PROD0009,13,74,2025-06-30
INV000310,STR007,PROD0010,488,94,2025-06-30
INV000311,STR007,PROD0011,386,23,2025-06-30
INV000312,STR007,PROD0012,340,46,2025-06-30
INV000313,STR007,PROD0013,379,33,2025-06-30
INV000314,STR007,PROD0014,108,88,2025-06-30
INV000315,STR007,PROD0015,267,67,2025-06-30
INV000316,STR007,PROD0016,458,85,2025-06-30
INV000317,STR007,PROD0017,151,35,2025-06-30
INV000318,STR007,PROD0018,82,50,2025-06-30
INV000319,STR007,PROD0019,339,74,2025-06-30
INV000320,STR007,PROD0020,314,79,2025-06-30
INV000321,STR007,PROD0021,394,83,2025-06-30
INV000322,STR007,PROD0022,384,44,2025-06-30
INV000323,STR007,PROD0023,333,47,2025-06-30
INV000324,STR007,PROD0024,129,43,2025-06-30
INV000325,STR007,PROD0025,220,68,2025-06-30
INV000326,STR007,PROD0026,113,82,2025-06-30
INV000327,STR007,PROD0027,244,53,2025-06-30
INV000328,STR007,PROD0028,20,88,2025-06-30
INV000329,STR007,PROD0029,439,78,2025-06-30
INV000330,STR007,PROD0030,105,24,2025-06-30
INV000331,STR007,PROD0031,404,63,2025-06-30
INV000332,STR007,PROD0032,300,76,2025-06-30
INV000333,STR007,PROD0033,411,58,2025-06-30
INV000334,STR007,PROD0034,377,37,2025-06-30
INV000335,STR007,PROD0035,374,48,2025-06-30
INV000336,STR007,PROD0036,81,68,2025-06-30
INV000337,STR007,PROD0037,72,70,2025-06-30
INV000338,STR007,PROD0038,16,20,2025-06-30
INV000339,STR007,PROD0039,398,94,2025-06-30
INV000340,STR007,PROD0040,151,93,2025-06-30
INV000341,STR007,PROD0041,426,78,2025-06-30
INV000342,STR007,PROD0042,100,82,2025-06-30
INV000343,STR007,PROD0043,116,90,2025-06-30
INV000344,STR007,PROD0044,415,81,2025-06-30
INV000345,STR007,PROD0045,344,27,2025-06-30
INV000346,STR007,PROD0046,13,67,2025-06-30
INV000347,STR007,PROD0047,469,36,2025-06-30
INV000348,STR007,PROD0048,255,62,2025-06-30
INV000349,STR007,PROD0049,236,65,2025-06-30
INV000350,STR007,PROD0050,199,92,2025-06-30
INV000351,STR008,PROD0001,321,77,2025-06-30
INV000352,STR008,PROD0002,306,29,2025-06-30
INV000353,STR008,PROD0003,443,52,2025-06-30
INV000354,STR008,PROD0004,384,33,2025-06-30
INV000355,STR008,PROD0005,191,52,2025-06-30
INV000356,STR008,PROD0006,375,78,2025-06-30
INV000357,STR008,PROD0007,405,35,2025-06-30
INV000358,STR008,PROD0008,475,45,2025-06-30
INV000359,STR008,PROD0009,304,62,2025-06-30
INV000360,STR008,PROD0010,455,29,2025-06-30
INV000361,STR008,PROD0011,381,59,2025-06-30
INV000362,STR008,PROD0012,127,36,2025-06-30
INV000363,STR008,PROD0013,74,53,2025-06-30
INV000364,STR008,PROD0014,53,98,2025-06-30
INV000365,STR008,PROD0015,151,47,2025-06-30
INV000366,STR008,PROD0016,263,46,2025-06-30
INV000367,STR008,PROD0017,68,83,2025-06-30
INV000368,STR008,PROD0018,394,83,2025-06-30
INV000369,STR008,PROD0019,111,24,2025-06-30
INV000370,STR008,PROD0020,351,62,2025-06-30
INV000371,STR008,PROD0021,471,86,2025-06-30
INV000372,STR008,PROD0022,188,21,2025-06-30
INV000373,STR008,PROD0023,98,38,2025-06-30
INV000374,STR008,PROD0024,145,27,2025-06-30
INV000375,STR008,PROD0025,134,72,2025-06-30
INV000376,STR008,PROD0026,30,35,2025-06-30
INV000377,STR008,PROD0027,387,97,2025-06-30
INV000378,STR008,PROD0028,335,85,2025-06-30
INV000379,STR008,PROD0029,10,49,2025-06-30
INV000380,STR008,PROD0030,304,76,2025-06-30
INV000381,STR008,PROD0031,249,84,2025-06-30
INV000382,STR008,PROD0032,275,90,2025-06-30
INV000383,STR008,PROD0033,191,75,2025-06-30
INV000384,STR008,PROD0034,325,22,2025-06-30
INV000385,STR008,PROD0035,325,66,2025-06-30
INV000386,STR008,PROD0036,73,64,2025-06-30
INV000387,STR008,PROD0037,205,76,2025-06-30
INV000388,STR008,PROD0038,325,78,2025-06-30
INV000389,STR008,PROD0039,368,85,2025-06-30
INV000390,STR008,PROD0040,300,48,2025-06-30
INV000391,STR008,PROD0041,224,49,2025-06-30
INV000392,STR008,PROD0042,10,78,2025-06-30
INV000393,STR008,PROD0043,431,48,2025-06-30
INV000394,STR008,PROD0044,396,95,2025-06-30
INV000395,STR008,PROD0045,461,94,2025-06-30
INV000396,STR008,PROD0046,383,31,2025-06-30
INV000397,STR008,PROD0047,176,82,2025-06-30
INV000398,STR008,PROD0048,79,41,2025-06-30
INV000399,STR008,PROD0049,6,54,2025-06-30
INV000400,STR008,PROD0050,167,62,2025-06-30
INV000401,STR009,PROD0001,153,47,2025-06-30
INV000402,STR009,PROD0002,493,26,2025-06-30
INV000403,STR009,PROD0003,233,43,2025-06-30
INV000404,STR009,PROD0004,103,39,2025-06-30
INV000405,STR009,PROD0005,5,99,2025-06-30
INV000406,STR009,PROD0006,80,39,2025-06-30
INV000407,STR009,PROD0007,113,90,2025-06-30
INV000408,STR009,PROD0008,57,41,2025-06-30
INV000409,STR009,PROD0009,273,34,2025-06-30
INV000410,STR009,PROD0010,321,71,2025-06-30
INV000411,STR009,PROD0011,62,35,2025-06-30
INV000412,STR009,PROD0012,104,46,2025-06-30
INV000413,STR009,PROD0013,275,22,2025-06-30
INV000414,STR009,PROD0014,43,51,2025-06-30
INV000415,STR009,PROD0015,112,96,2025-06-30
INV000416,STR009,PROD0016,290,32,2025-06-30
INV000417,STR009,PROD0017,125,46,2025-06-30
INV000418,STR009,PROD0018,221,93,2025-06-30
INV000419,STR009,PROD0019,403,86,2025-06-30
INV000420,STR009,PROD0020,357,21,2025-06-30
INV000421,STR009,PROD0021,204,58,2025-06-30
INV000422,STR009,PROD0022,491,60,2025-06-30
INV000423,STR009,PROD0023,412,65,2025-06-30
INV000424,STR009,PROD0024,452,73,2025-06-30
INV000425,STR009,PROD0025,17,93,2025-06-30
INV000426,STR009,PROD0026,255,25,2025-06-30
INV000427,STR009,PROD0027,456,71,2025-06-30
INV000428,STR009,PROD0028,394,94,2025-06-30
INV000429,STR009,PROD0029,246,43,2025-06-30
INV000430,STR009,PROD0030,19,30,2025-06-30
INV000431,STR009,PROD0031,398,52,2025-06-30
INV000432,STR009,PROD0032,397,80,2025-06-30
INV000433,STR009,PROD0033,368,53,2025-06-30
INV000434,STR009,PROD0034,271,40,2025-06-30
INV000435,STR009,PROD0035,148,63,2025-06-30
INV000436,STR009,PROD0036,189,82,2025-06-30
INV000437,STR009,PROD0037,335,53,2025-06-30
INV000438,STR009,PROD0038,199,57,2025-06-30
INV000439,STR009,PROD0039,27,34,2025-06-30
INV000440,STR009,PROD0040,147,94,2025-06-30
INV000441,STR009,PROD0041,46,82,2025-06-30
INV000442,STR009,PROD0042,166,37,2025-06-30
INV000443,STR009,PROD0043,385,39,2025-06-30
INV000444,STR009,PROD0044,159,59,2025-06-30
INV000445,STR009,PROD0045,199,34,2025-06-30
INV000446,STR009,PROD0046,138,76,2025-06-30
INV000447,STR009,PROD0047,464,49,2025-06-30
INV000448,STR009,PROD0048,25,67,2025-06-30
INV000449,STR009,PROD0049,381,74,2025-06-30
INV000450,STR009,PROD0050,262,33,2025-06-30
INV000451,STR010,PROD0001,321,80,2025-06-30
INV000452,STR010,PROD0002,111,91,2025-06-30
INV000453,STR010,PROD0003,452,66,2025-06-30
INV000454,STR010,PROD0004,371,45,2025-06-30
INV000455,STR010,PROD0005,23,83,2025-06-30
INV000456,STR010,PROD0006,320,58,2025-06-30
INV000457,STR010,PROD0007,311,62,2025-06-30
INV000458,STR010,PROD0008,222,43,2025-06-30
INV000459,STR010,PROD0009,394,22,2025-06-30
INV000460,STR010,PROD0010,217,84,2025-06-30
INV000461,STR010,PROD0011,102,40,2025-06-30
INV000462,STR010,PROD0012,16,47,2025-06-30
INV000463,STR010,PROD0013,109,41,2025-06-30
INV000464,STR010,PROD0014,444,63,2025-06-30
INV000465,STR010,PROD0015,6,49,2025-06-30
INV000466,STR010,PROD0016,435,77,2025-06-30
INV000467,STR010,PROD0017,127,65,2025-06-30
INV000468,STR010,PROD0018,270,68,2025-06-30
INV000469,STR010,PROD0019,97,55,2025-06-30
INV000470,STR010,PROD0020,358,96,2025-06-30
INV000471,STR010,PROD0021,460,43,2025-06-30
INV000472,STR010,PROD0022,354,67,2025-06-30
INV000473,STR010,PROD0023,245,38,2025-06-30
INV000474,STR010,PROD0024,168,67,2025-06-30
INV000475,STR010,PROD0025,456,38,2025-06-30
INV000476,STR010,PROD0026,147,30,2025-06-30
INV000477,STR010,PROD0027,450,27,2025-06-30
INV000478,STR010,PROD0028,125,58,2025-06-30
INV000479,STR010,PROD0029,167,91,2025-06-30
INV000480,STR010,PROD0030,194,41,2025-06-30
INV000481,STR010,PROD0031,369,70,2025-06-30
INV000482,STR010,PROD0032,14,100,2025-06-30
INV000483,STR010,PROD0033,295,54,2025-06-30
INV000484,STR010,PROD0034,469,54,2025-06-30
INV000485,STR010,PROD0035,108,98,2025-06-30
INV000486,STR010,PROD0036,392,49,2025-06-30
INV000487,STR010,PROD0037,404,35,2025-06-30
INV000488,STR010,PROD0038,446,23,2025-06-30
INV000489,STR010,PROD0039,457,46,2025-06-30
INV000490,STR010,PROD0040,421,68,2025-06-30
INV000491,STR010,PROD0041,500,44,2025-06-30
INV000492,STR010,PROD0042,255,85,2025-06-30
INV000493,STR010,PROD0043,108,41,2025-06-30
INV000494,STR010,PROD0044,335,75,2025-06-30
INV000495,STR010,PROD0045,194,57,2025-06-30
INV000496,STR010,PROD0046,394,36,2025-06-30
INV000497,STR010,PROD0047,265,69,2025-06-30
INV000498,STR010,PROD0048,24,37,2025-06-30
INV000499,STR010,PROD0049,365,20,2025-06-30
INV000500,STR010,PROD0050,386,31,2025-06-30
INV000501,STR011,PROD0001,84,78,2025-06-30
INV000502,STR011,PROD0002,56,80,2025-06-30
INV000503,STR011,PROD0003,24,29,2025-06-30
INV000504,STR011,PROD0004,325,61,2025-06-30
INV000505,STR011,PROD0005,56,42,2025-06-30
INV000506,STR011,PROD0006,261,94,2025-06-30
INV000507,STR011,PROD0007,151,77,2025-06-30
INV000508,STR011,PROD0008,446,57,2025-06-30
INV000509,STR011,PROD0009,211,70,2025-06-30
INV000510,STR011,PROD0010,486,90,2025-06-30
INV000511,STR011,PROD0011,59,55,2025-06-30
INV000512,STR011,PROD0012,178,20,2025-06-30
INV000513,STR011,PROD0013,359,72,2025-06-30
INV000514,STR011,PROD0014,427,52,2025-06-30
INV000515,STR011,PROD0015,237,100,2025-06-30
INV000516,STR011,PROD0016,464,60,2025-06-30
INV000517,STR011,PROD0017,451,53,2025-06-30
INV000518,STR011,PROD0018,433,64,2025-06-30
INV000519,STR011,PROD0019,69,87,2025-06-30
INV000520,STR011,PROD0020,176,100,2025-06-30
INV000521,STR011,PROD0021,180,46,2025-06-30
INV000522,STR011,PROD0022,323,40,2025-06-30
INV000523,STR011,PROD0023,419,31,2025-06-30
INV000524,STR011,PROD0024,142,40,2025-06-30
INV000525,STR011,PROD0025,1,63,2025-06-30
INV000526,STR011,PROD0026,22,41,2025-06-30
INV000527,STR011,PROD0027,404,64,2025-06-30
INV000528,STR011,PROD0028,354,47,2025-06-30
INV000529,STR011,PROD0029,258,23,2025-06-30
INV000530,STR011,PROD0030,21,23,2025-06-30
INV000531,STR011,PROD0031,88,61,2025-06-30
INV000532,STR011,PROD0032,293,90,2025-06-30
INV000533,STR011,PROD0033,118,36,2025-06-30
INV000534,STR011,PROD0034,433,61,2025-06-30
INV000535,STR011,PROD0035,318,41,2025-06-30
